Dataset,F50,Min_physchem,1st Qu._physchem,Median_physchem,Mean_physchem,3rd Qu._physchem,Max_physchem,SD_physchem,Min_mfp_r2_1024,1st Qu._mfp_r2_1024,Median_mfp_r2_1024,Mean_mfp_r2_1024,3rd Qu._mfp_r2_1024,Max_mfp_r2_1024,SD_mfp_r2_1024,Min_maccs_keys,1st Qu._maccs_keys,Median_maccs_keys,Mean_maccs_keys,3rd Qu._maccs_keys,Max_maccs_keys,SD_maccs_keys
CHEMBL261,0.07834757834757834,3.0814879110195774e-33,5004.421786932713,16095.044147965045,38529.937300240585,46168.57545399906,1358131.7467322403,61749.39829671372,0.0,0.24458204209804535,0.36936936,0.36795402,0.4967532455921173,0.9926108,0.17635301,0.0,0.3928571343421936,0.52873564,0.48580799,0.604651153087616,0.9886364,0.17154182
CHEMBL4644,0.16346153846153846,3.2311742677852644e-27,8299.990731897084,41786.3873593154,105480.24210413347,124720.5996941188,1601343.3961140905,166449.29002688214,0.05379443,0.38725489377975464,0.4787053,0.49170867,0.5732394456863403,0.9951124,0.15335348,0.12087912,0.47826087474823,0.54545456,0.5575605,0.6282051205635071,0.98550725,0.121461704
CHEMBL5023,0.11564625850340136,7.888609052210118e-31,3242.929889922506,10846.171722490046,36453.12198507157,34617.28625808992,1856524.20909221,82455.00752249775,0.0,0.3563218414783478,0.4632653,0.46392655,0.5618860721588135,0.99563956,0.15398212,0.0,0.4457831382751465,0.5222222,0.5255962,0.6000000238418579,0.98888886,0.1302776
CHEMBL3130,0.1389452332657201,1.232595164407831e-32,2945.196590640012,8572.763551810001,16759.405100574735,21802.874434760466,532013.0110179613,22744.656426803518,0.05362776,0.3684210479259491,0.4375,0.44012782,0.5054945349693298,0.98888886,0.110441044,0.09090909,0.42307692766189575,0.5135135,0.51663655,0.6029411554336548,0.98876405,0.12526342
CHEMBL269,0.1036036036036036,1.9721522630525295e-31,8654.89806736305,35313.373882440006,88691.31755727083,106681.16325192804,1701839.6672632124,138647.58283580016,0.048331417,0.35172414779663086,0.45266274,0.45648536,0.5503876209259033,0.99509,0.1527172,0.08450704,0.43209877610206604,0.530303,0.53432494,0.6231883764266968,0.9866667,0.13739105
CHEMBL2599,0.1064891846921797,1.9721522630525295e-31,2204.5107325903964,6642.081117870401,16982.001066948633,18111.726600577633,1781882.1673278084,43401.5892967112,0.052078117,0.42993631958961487,0.49244714,0.49606892,0.5555555820465088,0.9895833,0.10630341,0.018518519,0.4266666769981384,0.50574714,0.5104479,0.5882353186607361,0.98734176,0.12266137
CHEMBL1868,0.16989247311827957,7.888609052210118e-31,2408.4541169499953,8009.788236010007,41331.202985071104,22979.346910265012,1748589.114191152,145114.87067993666,0.009773977,0.42942944169044495,0.5121951,0.5061207,0.5965293049812317,0.98653847,0.13687147,0.037037037,0.37931033968925476,0.44444445,0.45285934,0.5185185074806213,0.9861111,0.11195
CHEMBL3563,0.19262295081967212,4.930380657631324e-32,3790.859823822305,12773.302659396195,28263.580331642628,43314.014973628735,316726.85805464035,34121.283042957584,0.0,0.28244274854660034,0.3783784,0.3919822,0.4887218177318573,0.9948365,0.15455854,0.028571429,0.265625,0.3392857,0.35824546,0.4324324429035187,0.98571426,0.13592388
CHEMBL275,0.14074074074074075,1.9721522630525295e-31,2885.308369413174,9636.035657680033,22086.74550786546,27462.678722529938,412500.1935936396,31691.94629250933,0.043613706,0.328125,0.41048035,0.41644135,0.49637681245803833,0.9899666,0.12888438,0.0,0.3589743673801422,0.4347826,0.44181126,0.5151515007019043,0.9868421,0.120464824
CHEMBL3105,0.13713405238828968,4.930380657631324e-32,2531.936720134404,8584.093848345037,18238.48938243583,23244.504089290072,1618980.1774825598,37771.26724752776,0.030456852,0.36226415634155273,0.44360903,0.44843206,0.5300353169441223,0.99236643,0.12145325,0.06944445,0.44736841320991516,0.5344828,0.53420717,0.6190476417541504,0.9876543,0.12507264
CHEMBL1741219,0.38910012674271227,7.888609052210118e-31,2228.7285895648038,6678.653965975214,12934.503111477748,17178.186616843697,188704.61309129017,16533.76168936217,0.0,0.3076923191547394,0.41287878,0.40422884,0.5081300735473633,0.9897959,0.14074977,0.0,0.3181818127632141,0.4,0.40217155,0.48148149251937866,0.9868421,0.11776311
CHEMBL4581,0.04827586206896552,7.888609052210118e-31,2002.410986209999,6135.626261289999,14067.404169823658,16748.55843769005,385937.9154991922,23334.72350443953,0.04489164,0.4060150384902954,0.4832905,0.48164174,0.5558224022388458,0.99220777,0.13329427,0.018181818,0.2537313401699066,0.33870968,0.36657038,0.4571428596973419,0.9846154,0.15097958
CHEMBL4333,0.10499139414802065,1.9721522630525295e-31,1892.9528689668114,4936.271882170617,9177.102766299162,11551.976506567726,258908.1977150098,12297.733018289091,0.0,0.32413792610168457,0.4220963,0.4203218,0.5165562629699707,0.99068326,0.14666341,0.027777778,0.35789474844932556,0.43209878,0.4435818,0.5161290168762207,0.98717946,0.12859604
CHEMBL2742,0.044186046511627906,7.888609052210118e-31,1386.0014199999985,3897.939629176423,8911.896753773452,10383.958881131623,335349.2572437262,14058.309546655535,0.13953489,0.48941799998283386,0.5440806,0.58522546,0.692307710647583,0.9832134,0.14075686,0.1,0.4383561611175537,0.5263158,0.547848,0.65625,0.9861111,0.14604375
CHEMBL4979,0.06060606060606061,1.9721522630525295e-31,1357.7083372899967,3972.648074395589,9733.56932057042,10000.934205966383,233624.3315064404,17210.0509543677,0.029880479,0.40181270241737366,0.49077004,0.5190863,0.6416215896606445,0.9859813,0.16255723,0.11392405,0.364705890417099,0.5,0.5128551,0.6309523582458496,0.9868421,0.17550786
CHEMBL5136,0.109375,7.888609052210118e-31,3014.6962334228087,10611.161573969996,19983.76294852319,28130.54260101446,324662.5785264086,24378.95007093371,0.0029498525,0.16249999403953552,0.32814652,0.36466998,0.5246402472257614,0.9970297,0.23231216,0.045454547,0.3617021143436432,0.44615385,0.45808527,0.5405405163764954,0.98734176,0.14742221
CHEMBL339,0.12144053601340034,1.9721522630525295e-31,2043.9077220224226,6437.728552839993,13283.877599863376,17226.30956456,316539.06711081025,18482.195628511075,0.0,0.3476394712924957,0.44162437,0.4426728,0.5337837934494019,0.99147725,0.12626955,0.06,0.4264705777168274,0.5,0.50075674,0.5714285969734192,0.98717946,0.10977626
CHEMBL2049,0.1452991452991453,7.888609052210118e-31,5085.915684368409,22475.940850088427,150443.6589081419,266783.8260588091,1748245.987984839,235567.53568093647,0.031982943,0.3399156928062439,0.44721815,0.45795155,0.5516152828931808,0.99319726,0.16833635,0.077922076,0.4406779706478119,0.5051546,0.5244501,0.5866666436195374,0.9885057,0.12864982
CHEMBL259,0.08846153846153847,4.930380657631324e-32,4635.912090082515,19436.683725340816,80096.0553670055,84036.86992104916,1728984.9008351124,148838.8083929676,0.02259887,0.3606060743331909,0.45695364,0.46667072,0.5602094531059265,0.9951124,0.14893465,0.06451613,0.4810126721858978,0.56164384,0.56584656,0.6521739363670349,0.9878049,0.12797154
CHEMBL2292,0.22121896162528218,7.888609052210118e-31,2400.7735501525253,7725.578238541808,15869.535647367424,20525.051154232533,244389.78544984013,21690.196862756184,0.046954315,0.37345677614212036,0.464684,0.46058398,0.5481283664703369,0.9847095,0.12524177,0.054545455,0.36231884360313416,0.42372882,0.42941934,0.49056604504585266,0.9852941,0.104038395
CHEMBL3572,0.08978328173374613,7.888609052210118e-31,3897.929048525311,12785.903771279416,24772.494060132303,33907.394875094826,429190.5958246906,31600.13929778427,0.0,0.3356292247772217,0.44920993,0.45952278,0.5787139534950256,0.99387753,0.17705016,0.060606062,0.38333332538604736,0.46969697,0.47714365,0.5593220591545105,0.987013,0.13935742
CHEMBL234,0.13913558318531677,1.9721522630525295e-31,2091.911643129605,7058.168635833832,19699.998165227567,19887.339788042853,1169946.8320525894,52019.73804559207,0.0,0.3476923108100891,0.45301205,0.45348084,0.5529412031173706,0.99157304,0.1417174,0.0,0.45679011940956116,0.5294118,0.5317528,0.6052631735801697,0.9876543,0.11481614
CHEMBL3820,0.14689265536723164,2.0194839173657902e-28,2016.305252044993,6745.155672090009,13426.114989974827,18093.256539944246,178394.71184404046,17251.886581543666,0.08237232,0.37261146306991577,0.45355192,0.46498722,0.549723744392395,0.9903226,0.13019629,0.10606061,0.41025641560554504,0.48235294,0.49971244,0.5783132314682007,0.9878049,0.12702055
CHEMBL3807,0.199288256227758,7.888609052210118e-31,7231.236376880015,23310.952925619968,50909.31428968489,62928.453933325494,1037825.62889229,76620.57111137829,0.0054884744,0.20486856997013092,0.36421725,0.37791198,0.5386949777603149,0.9924433,0.19983168,0.036363635,0.2804878056049347,0.3617021,0.37737903,0.45205479860305786,0.9882353,0.13872297
CHEMBL3371,0.0922279792746114,4.930380657631324e-32,1774.5272868699974,5366.103400321586,11781.943049962214,14007.706357137835,641412.6570798404,20626.63160805637,0.0,0.4354485869407654,0.5109034,0.50459725,0.5775076150894165,0.9902724,0.11060108,0.0,0.4166666567325592,0.5365854,0.52825963,0.6385542154312134,0.9878049,0.14795956
CHEMBL4354,0.12980769230769232,1.9721522630525295e-31,10326.778264266683,46581.06360148574,163643.12426103352,179703.05407507962,1702888.9513296925,270378.0885712603,0.04,0.2580101191997528,0.3838631,0.39047375,0.503333330154419,0.9914738,0.168845,0.040816326,0.4193548262119293,0.509434,0.51634586,0.6078431606292725,0.9852941,0.13733773
CHEMBL3501,0.12807881773399016,7.888609052210118e-31,9043.836478787154,44528.38244914712,96574.30657815449,135957.32122640696,1113643.6719884896,132886.8628951391,0.11677632,0.43001261353492737,0.52699786,0.551067,0.642970860004425,0.99625933,0.17829427,0.16071428,0.460317462682724,0.5416667,0.5527661,0.6268656849861145,0.98717946,0.1324444
CHEMBL227,0.15334773218142547,7.888609052210118e-31,6944.520053563601,29075.83647806004,84235.91249168002,88812.15829227255,1580830.6370470908,146571.65326807153,0.0,0.37195122241973877,0.4968153,0.49450567,0.6208695769309998,0.99618804,0.17131954,0.0,0.36274510622024536,0.48101267,0.47992513,0.5820895433425903,0.99,0.15420915
CHEMBL2001,0.08015267175572519,4.930380657631324e-32,3614.5421206250035,11224.8982437924,29814.75032302976,30184.64732601388,1188189.484755412,62833.43548254842,0.022727273,0.34971097111701965,0.4587525,0.4929319,0.6069996207952499,0.9932584,0.18866947,0.13265306,0.5324675440788269,0.6081081,0.6217774,0.7108433842658997,0.9882353,0.14729634
CHEMBL2007625,0.12165450121654502,1.9721522630525295e-31,1587.915375160008,5193.613891510396,12823.171605627642,15518.162895179204,260706.33244075032,19315.637338456952,0.049853373,0.3412322402000427,0.43366015,0.449492,0.5560166239738464,0.9913793,0.14990625,0.050847456,0.3888888955116272,0.48333332,0.5309684,0.699999988079071,0.9882353,0.1822716
CHEMBL1293269,0.19293478260869565,1.2924697071141057e-26,11848.23194263997,43264.564247239934,88028.27484000911,120115.94957721009,1602849.1533122894,118274.77131140084,0.0,0.23280423879623413,0.37592593,0.38691667,0.5247395634651184,0.9916357,0.19369358,0.04761905,0.40697672963142395,0.525641,0.52024674,0.6363636255264282,0.9892473,0.161261
CHEMBL257,0.08450704225352113,7.888609052210118e-31,3054.731717527199,12006.460517978623,25207.49834689352,34386.297020750884,567439.8187899997,36208.97041692257,0.049955398,0.5589925199747086,0.65868914,0.654396,0.757377028465271,0.9916667,0.13813345,0.13333334,0.45195600390434265,0.56989247,0.6014941,0.75,0.9894737,0.1726149
CHEMBL1293319,0.3323308270676692,4.930380657631324e-32,2875.4190095684016,8039.285456451627,15990.59778677733,19402.76424404004,630840.8799692909,29027.509170480247,0.0,0.3153846263885498,0.4034091,0.4016906,0.4930555522441864,0.989547,0.12950474,0.0,0.30645161867141724,0.3802817,0.3864053,0.4588235318660736,0.9846154,0.11477211
CHEMBL3587,0.1373134328358209,7.888609052210118e-31,2912.240609427396,9846.9052162244,22924.226157056433,29144.932234120042,743700.0651886935,36089.27428068552,0.047067344,0.3571428656578064,0.4329897,0.44073254,0.516417920589447,0.9767442,0.12603948,0.027027028,0.31081080436706543,0.39473686,0.40264505,0.47826087474823,0.9859155,0.13323331
CHEMBL4203,0.2637889688249401,7.888609052210118e-31,2283.6589667596013,7671.31834776321,15944.262281497555,20976.304730887314,234601.99788515965,21638.050331831702,0.04016064,0.38032788038253784,0.4723757,0.46668506,0.556851327419281,0.9691358,0.1304237,0.07575758,0.3513513505458832,0.41379312,0.42083082,0.48148149251937866,0.9859155,0.10425573
CHEMBL2327,0.17135549872122763,7.888609052210118e-31,5038.791322928232,16164.049978809944,47990.8699487273,45414.646793239925,1632000.8140384897,103332.16244078829,0.01977401,0.3842010796070099,0.47870356,0.48216793,0.5711340308189392,0.993007,0.15550807,0.04255319,0.4556961953639984,0.5375,0.5405151,0.6235294342041016,0.9868421,0.14038485
CHEMBL3973,0.012121212121212121,7.888609052210118e-31,1006.6596660900019,2899.6950524432013,5930.888713469598,7336.735092088803,111988.18964951848,8235.614992469385,0.23498233,0.646766185760498,0.76863754,0.72329617,0.8231707215309143,0.9832134,0.13774987,0.18181819,0.594936728477478,0.68333334,0.6639865,0.75,0.9846154,0.12742488
CHEMBL228,0.0897887323943662,4.930380657631324e-32,2023.5361619250002,7849.6643016400085,20054.204521982043,23572.79347703002,990078.6707892895,43496.78803304469,0.0,0.31308412551879883,0.39030024,0.39991075,0.4803149700164795,0.9902041,0.11957179,0.0,0.33870968222618103,0.4189189,0.422911,0.5,0.9894737,0.12190051
CHEMBL3397,0.22,4.930380657631324e-32,3247.422324243684,10523.346344933208,26255.477024941825,29846.4617231316,1543344.4822627574,52623.25623106055,0.0,0.3589743673801422,0.43850267,0.43466565,0.5148147940635681,0.99041533,0.12043975,0.015151516,0.31481480598449707,0.4,0.40210223,0.4861111044883728,0.9885057,0.124953866
CHEMBL3267,0.13203214695752008,4.930380657631324e-32,3192.248867852211,9880.183711440015,19682.44807706277,25552.84275403005,741054.2474388101,29877.169888030854,0.034035657,0.36021506786346436,0.4357798,0.43586168,0.5077319741249084,0.99590164,0.11595197,0.03125,0.3970588147640228,0.47474748,0.48449594,0.5647059082984924,0.98888886,0.12296317
CHEMBL304,0.07352941176470588,3.0814879110195774e-33,1693.216272240003,6022.495577848411,13097.20386266025,17076.62404916007,203323.12594400014,18260.973986244837,0.061349694,0.3308270573616028,0.4190141,0.42865172,0.5166666507720947,0.984375,0.13609767,0.018181818,0.290909081697464,0.38181818,0.39788625,0.4852941036224365,0.9830508,0.14730838
CHEMBL2590,0.038461538461538464,1.9721522630525295e-31,5368.426043509997,16181.133800610023,30971.765802165668,42619.562940777556,346315.79961081024,37660.214711535016,0.003058104,0.22262774407863617,0.3618677,0.36293334,0.48672565817832947,0.9747475,0.18897763,0.029850746,0.32203391194343567,0.41269842,0.42139396,0.5,0.98507464,0.14999627
CHEMBL4015,0.0893719806763285,7.888609052210118e-31,2268.5634713399986,6377.137319960007,13010.57327803638,16284.750449875224,350999.8100402903,17999.093131798607,0.0,0.36338797211647034,0.4493243,0.44797486,0.5280898809432983,0.9918478,0.14015095,0.057142857,0.47058823704719543,0.55,0.5464373,0.6229507923126221,0.98717946,0.12461379
CHEMBL2857,0.15104166666666666,3.2311742677852644e-27,8662.93332756882,42200.213426245085,90775.51739516419,114018.04084108015,1156850.1612270405,132139.51154520907,0.010889292,0.2269102782011032,0.34674922,0.35958526,0.4752066135406494,0.98815787,0.17658412,0.05172414,0.3142857253551483,0.41095892,0.42203337,0.515625,0.98630136,0.1471568
CHEMBL270,0.12394366197183099,1.9721522630525295e-31,10984.483170932495,44736.173140850035,125428.71230366164,143147.28839852993,1810163.3853376128,205090.63688247363,0.0,0.3230452537536621,0.4326241,0.4350839,0.5371868014335632,0.99509,0.1577716,0.03846154,0.4583333432674408,0.5466667,0.5503081,0.6363636255264282,0.98734176,0.12777574
CHEMBL2069,0.10408921933085502,7.888609052210118e-31,2062.8343503774995,5655.583039041814,13328.82795933203,13725.441883916827,349592.6643424599,26710.200232604646,0.014492754,0.35054346919059753,0.43589744,0.44064596,0.5329341292381287,0.99220777,0.15222777,0.055555556,0.3372093141078949,0.40243903,0.42850804,0.49180328845977783,0.9879518,0.13908552
CHEMBL3795,0.13793103448275862,3.2311742677852644e-27,15470.943653255606,71197.35585348483,139809.8212533236,200162.06756126974,1601343.3961140905,174966.47100631363,0.07780157,0.4039270579814911,0.50558656,0.5302669,0.6350806355476379,0.9951124,0.18036593,0.09677419,0.4683544337749481,0.56060606,0.57104105,0.6721311211585999,0.984127,0.14173213
CHEMBL252,0.09135802469135802,7.888609052210118e-31,3581.7592239283017,13058.263498328204,43447.09059513438,40550.06695980655,1606958.5320598867,86556.96348286608,0.024842547,0.38738739490509033,0.49585405,0.48821017,0.5851528644561768,0.9937369,0.14673722,0.057142857,0.35555556416511536,0.4631579,0.48586178,0.6071428656578064,0.98876405,0.16763131
CHEMBL2041,0.2442528735632184,5.127595883936577e-29,3156.6427566439997,10876.395195504418,21926.260063658538,29565.104163172466,243171.59740678538,28289.74627810898,0.0,0.38999998569488525,0.471831,0.47079635,0.554347813129425,0.9757785,0.12725957,0.05357143,0.37662336230278015,0.44067797,0.44833463,0.5131579041481018,0.98507464,0.10750769
CHEMBL333,0.10210696920583469,1.9721522630525295e-31,3355.0377172499957,10848.674566420073,26823.55203759844,30035.60893924012,1703426.4691512084,54578.80405925275,0.0,0.3079470098018646,0.41214058,0.41281152,0.5227272510528564,0.992126,0.15240452,0.0,0.3695652186870575,0.45945945,0.46578354,0.5581395626068115,0.9892473,0.13679571
CHEMBL3974,0.08064516129032258,7.888609052210118e-31,8462.078836456447,51626.52502568973,96598.42670180676,153446.23705880163,1099386.0290170389,119870.65569384143,0.01002004,0.26039259135723114,0.37248272,0.42586288,0.5927152037620544,0.9963235,0.21370442,0.061728396,0.3125,0.42857143,0.45290315,0.577464759349823,0.9859155,0.17734095
CHEMBL298,0.10344827586206896,7.888609052210118e-31,5508.999397704407,24426.479685640035,79135.25227099066,94086.15364649,1370297.4091956893,131201.45098256538,0.07221542,0.40957966446876526,0.50634515,0.5226373,0.6348122954368591,0.99625933,0.16835533,0.14285715,0.42696627974510193,0.5072464,0.51874405,0.6000000238418579,0.9875,0.12905754
CHEMBL4143,0.4152777777777778,3.2319631286904854e-27,2295.8071369618046,6378.533795451596,12848.845670991583,15693.489753710051,373310.73695176013,18607.48005559523,0.0,0.2818181812763214,0.39432177,0.38884264,0.5,0.9811321,0.14719795,0.018518519,0.2916666567325592,0.36363637,0.37087166,0.44262295961380005,0.98630136,0.112639055
CHEMBL264,0.17183462532299743,4.930380657631324e-32,1745.9720654399905,5658.521044150431,14527.408446588342,16501.32578029003,1462235.2516021829,33055.35973286572,0.0,0.32692307233810425,0.4345048,0.42230764,0.5268138647079468,0.99404764,0.14837465,0.050632913,0.4262295067310333,0.50769234,0.50617504,0.5869565010070801,0.987013,0.12041734
CHEMBL289,0.20436187399030695,4.930380657631324e-32,3436.8889481250117,11263.260381760025,24427.247498685338,30452.048636801854,705426.9568678885,36810.71264255438,0.0,0.3116438388824463,0.39465874,0.3929774,0.4754098355770111,0.9899329,0.1191452,0.01923077,0.3333333432674408,0.41975307,0.42075616,0.5070422291755676,0.9880952,0.12552445
CHEMBL2431,0.1729957805907173,7.888609052210118e-31,3874.4458555712517,12025.381824999988,26035.47396822393,32711.748985256287,524948.914824824,37274.34243667607,0.052,0.3583815097808838,0.45067266,0.46573448,0.5654885768890381,0.9818731,0.162816,0.057692308,0.380952388048172,0.47058824,0.48313293,0.5762711763381958,0.9859155,0.14210284
CHEMBL2850,0.2,7.888609052210118e-31,1971.3514486177996,5992.736566659608,12336.428536175828,15761.182820040038,195176.77975421,16940.427307702033,0.044982698,0.37719297409057617,0.46953404,0.4612639,0.5483871102333069,0.97928995,0.13118996,0.037037037,0.3529411852359772,0.41666666,0.4268134,0.4901960790157318,0.98245615,0.110436104
CHEMBL2492,0.19940476190476192,4.930380657631324e-32,2754.8940817925086,10066.71547503127,48707.83267065554,30372.1190227026,2028835.1630072494,151098.2107829403,0.0,0.2494356483221054,0.34355828,0.34462392,0.4350282549858093,0.98892987,0.14698681,0.0,0.3544303774833679,0.43283582,0.442559,0.5245901346206665,0.9866667,0.13617933
CHEMBL1855,0.10554089709762533,7.888609052210118e-31,2446.561177472383,7555.743463209587,34091.75819065473,21454.156799161607,1408087.9415046892,98045.42724333314,0.122789785,0.4336283206939697,0.5236283,0.5365235,0.6597402691841125,0.994709,0.16306664,0.16666667,0.4714285731315613,0.5466667,0.5607437,0.641791045665741,0.9878049,0.12456378
CHEMBL4409,0.10844200411805079,1.9721522630525295e-31,1552.2658115297063,4579.3213424994065,9191.915031069027,11533.514016273602,543967.6472394079,13610.200393272267,0.048,0.39296188950538635,0.46579805,0.47287875,0.5440806150436401,0.99071205,0.121370934,0.09677419,0.4000000059604645,0.47142857,0.47533917,0.546875,0.98550725,0.113231674
CHEMBL1889,0.14606741573033707,1.2924697071141057e-26,4740.6120468412,19868.31054293442,123153.35728611096,113047.56811365995,1803619.7221448594,216655.6575467205,0.021523744,0.3707093894481659,0.4770798,0.47743416,0.583113431930542,0.99441344,0.16579305,0.05970149,0.4193548262119293,0.4787234,0.49390888,0.546875,0.9886364,0.118218236
CHEMBL285,0.10843373493975904,7.888609052210118e-31,2613.2497432916225,8552.185712609822,18153.76481478104,22995.483187840015,387851.05829136,26984.11815285504,0.0,0.2688390910625458,0.41203704,0.4233244,0.5644891262054443,0.99369746,0.19678071,0.06557377,0.34285715222358704,0.42857143,0.44827798,0.5270270109176636,0.9864865,0.14902481
CHEMBL2736,0.1111111111111111,4.930380657631324e-32,2139.967152305609,7760.2462628514095,12134.355866886677,17243.26194344631,118744.93613109017,13424.544644231877,0.0,0.30877193808555603,0.4735294,0.44432744,0.5719178318977356,0.9903537,0.18541777,0.033333335,0.29629629850387573,0.37804878,0.4020962,0.4791666567325592,0.9846154,0.15486208
CHEMBL262,0.13776944704779756,4.930380657631324e-32,2398.4583509762006,7104.551539290002,14445.8859240063,18306.312930185035,435247.8661605577,20803.85038961953,0.018348623,0.3686131238937378,0.4618182,0.45262614,0.5430266857147217,0.98832685,0.13080966,0.031746034,0.353658527135849,0.42105263,0.421579,0.49180328845977783,0.9875,0.11640577
CHEMBL1913,0.14015151515151514,1.9721522630525295e-31,2871.6281087661173,9530.653453550009,22181.330857673845,25940.20324472449,1650668.7509970404,54151.060949464336,0.06412826,0.40220385789871216,0.4861111,0.48696712,0.5674846768379211,0.9925187,0.120961025,0.021276595,0.375,0.4520548,0.46608558,0.5421686768531799,0.98734176,0.12862691
CHEMBL1808,0.1267605633802817,4.930380657631324e-32,3576.8506906275024,12087.154096570033,33927.472196573086,32572.32494800757,1114106.3138499975,85633.28686841138,0.008902078,0.2953367829322815,0.4318182,0.42519224,0.5495495200157166,0.988,0.17487223,0.07272727,0.4615384638309479,0.53333336,0.5443242,0.625,0.984375,0.12463702
CHEMBL255,0.10461538461538461,4.930380657631324e-32,3586.6507578925034,11677.62297145999,24374.158768247045,31222.064296370863,581188.1165662404,36643.27998160119,0.047675803,0.329341322183609,0.43333334,0.4299969,0.5228426456451416,0.99115044,0.14344062,0.0,0.44285714626312256,0.53246754,0.54289997,0.6338028311729431,0.9886364,0.13702701
CHEMBL4523,0.10335195530726257,1.9721522630525295e-31,1429.5747098895956,4424.990213350393,12244.14364292497,13652.018179489998,474459.108956664,21640.630554548614,0.025806451,0.4244897961616516,0.4875346,0.4952161,0.5586591958999634,0.98770493,0.112384915,0.06944445,0.4157303273677826,0.4868421,0.49332255,0.5625,0.9866667,0.11785916
CHEMBL1994,0.12542372881355932,7.888609052210118e-31,1856.3423226424009,5347.484676385001,17873.542154631214,13832.19407897253,550055.969959239,47877.946492763585,0.013833992,0.36628560721874237,0.45299146,0.4468473,0.5339806079864502,0.98952097,0.14675029,0.04918033,0.31081080436706543,0.38235295,0.40330622,0.4743589758872986,0.98717946,0.13469008
