Network,Density,Degree Centrality Std Dev,Assortativity Coefficient,Network Entropy,Threshold,desc_type
CHEMBL3155,0.2331743363043977,0.18143116947273794,0.16872632756816094,6.1938759643732855,0.6,mfp_r2_1024
CHEMBL3155,0.056395721119439524,0.06601274959880428,0.3836809506966508,5.136559221289633,0.7,mfp_r2_1024
CHEMBL3155,0.009507291834309801,0.011554432279415975,0.6055478401518467,3.622525535466751,0.8,mfp_r2_1024
CHEMBL3155,0.0013628316765911402,0.002027409554632276,0.7724749324962997,1.9038927873160132,0.9,mfp_r2_1024
CHEMBL3155,0.4311461825304155,0.18032683723737206,0.19088890078417536,6.377993990446429,0.5,maccs_keys
CHEMBL3155,0.2122353521276268,0.1202913180188686,0.29383216162539666,5.950880346290683,0.6,maccs_keys
CHEMBL3155,0.08115183246073299,0.06591692595958147,0.4821343790126453,5.485872330078868,0.7,maccs_keys
CHEMBL3155,0.021209495991973675,0.022924048948287545,0.6977249137498615,4.328006935617721,0.8,maccs_keys
CHEMBL3155,0.003550895599560333,0.004404163438215975,0.7369790389074279,2.715772271476601,0.9,maccs_keys
CHEMBL2828,0.48661454631603884,0.2501766902086253,0.08209329693291362,5.251005358861385,0.5,mfp_r2_1024
CHEMBL2828,0.1714139923095147,0.15308567087605135,0.26950011280074504,4.805236468006658,0.6,mfp_r2_1024
CHEMBL2828,0.043527782333752485,0.053011444587757243,0.49264087877795476,3.7120600003576976,0.7,mfp_r2_1024
CHEMBL2828,0.010925227343137792,0.015125543722566616,0.7827684240864212,2.5457742479414343,0.8,mfp_r2_1024
CHEMBL2828,0.002095748364405081,0.0035939739394557292,0.6504974238431039,1.3237287807088491,0.9,mfp_r2_1024
CHEMBL2828,0.25729411550307074,0.12395580565491573,0.10490612892810605,5.156017561574288,0.5,maccs_keys
CHEMBL2828,0.0644852659778033,0.045747750074404854,0.3168724175641942,4.245021597495811,0.6,maccs_keys
CHEMBL2828,0.01821478687150329,0.019075228983617732,0.6918524253853636,3.0996313183244877,0.7,maccs_keys
CHEMBL2828,0.007234887831902757,0.010590478595527609,0.7649052459863132,2.196247996859669,0.8,maccs_keys
CHEMBL2828,0.0019043974267854865,0.0034708215491340887,0.756098009216505,1.2412183206383858,0.9,maccs_keys
CHEMBL5113,0.4286220318291106,0.18549996704831131,0.040239253493457604,6.734228369564183,0.5,mfp_r2_1024
CHEMBL5113,0.14105649616781868,0.08692580785982112,0.19907158017575602,6.1555342108076205,0.6,mfp_r2_1024
CHEMBL5113,0.03678467577655057,0.028115719089845788,0.4604352985816086,5.040657670400699,0.7,mfp_r2_1024
CHEMBL5113,0.009959702713476994,0.011040522125576395,0.7400559456096484,3.8374661044085157,0.8,mfp_r2_1024
CHEMBL5113,0.0010875469360023646,0.0015941296217872364,0.654128743422915,1.882075924162223,0.9,mfp_r2_1024
CHEMBL5113,0.6020703671300193,0.23460694048041347,0.08090949441002114,6.595066801070478,0.5,maccs_keys
CHEMBL5113,0.2953217119031301,0.170241549637149,0.22389625650173048,6.519300431543208,0.6,maccs_keys
CHEMBL5113,0.09327018137036837,0.0687380720925762,0.4558347037577098,5.759029000383389,0.7,maccs_keys
CHEMBL5113,0.024881486408921204,0.021184784040021113,0.5352630477363254,4.63498488332375,0.8,maccs_keys
CHEMBL5113,0.00412094990945994,0.00420527666130266,0.5641800837601092,3.016053856534723,0.9,maccs_keys
CHEMBL2014,0.39989500560765506,0.22653327140233334,0.3293864332223971,5.843703498036835,0.5,mfp_r2_1024
CHEMBL2014,0.1796740401364927,0.14066995853286052,0.49145003649899127,5.55723425780112,0.6,mfp_r2_1024
CHEMBL2014,0.06843486768320328,0.06822979274395315,0.6548911115994551,4.739670508863101,0.7,mfp_r2_1024
CHEMBL2014,0.02896413487006944,0.03561946278225767,0.8363754639072073,3.956070109873939,0.8,mfp_r2_1024
CHEMBL2014,0.0063282983749731545,0.008957085199421405,0.6874090181640756,2.6905132790297954,0.9,mfp_r2_1024
CHEMBL2014,0.5179349512014699,0.20411006281030228,0.08508640736783062,6.001169623323658,0.5,maccs_keys
CHEMBL2014,0.20188989906220917,0.11786366748570848,0.3868015524305956,5.641442066466917,0.6,maccs_keys
CHEMBL2014,0.059932708139451646,0.04155231112395191,0.6540924212955602,4.743983381548214,0.7,maccs_keys
CHEMBL2014,0.021745770396353833,0.019673866186607335,0.7875147786174188,3.8510589438009974,0.8,maccs_keys
CHEMBL2014,0.005173360059178658,0.00560896681446338,0.7841828976030933,2.6185144990337723,0.9,maccs_keys
CHEMBL313,0.30987586396616346,0.18662432441808371,0.17452904868318903,6.853914344495049,0.5,mfp_r2_1024
CHEMBL313,0.09756949914553016,0.08082870608228214,0.38005918135622757,6.107018224421182,0.6,mfp_r2_1024
CHEMBL313,0.02581642453356023,0.028505981418106147,0.708897988448598,4.929284079259048,0.7,mfp_r2_1024
CHEMBL313,0.007628652288755625,0.010689653289861701,0.796117121060206,3.701976700828925,0.8,mfp_r2_1024
CHEMBL313,0.0013466796429859502,0.0025155932848549886,0.8039578983738281,2.0911812805435757,0.9,mfp_r2_1024
CHEMBL313,0.31122774160064554,0.1824026394998209,0.2011916078544689,6.801626934083608,0.5,maccs_keys
CHEMBL313,0.10828695791945991,0.0846434677938151,0.39183335234017225,6.186709808441314,0.6,maccs_keys
CHEMBL313,0.026799644617319866,0.024099718427492766,0.4716535232925494,4.986071105126586,0.7,maccs_keys
CHEMBL313,0.006675820462973108,0.005987272306664259,0.5995327043833932,3.699363706942266,0.8,maccs_keys
CHEMBL313,0.0013646726904724014,0.001379406039638218,0.6181652420376056,2.247312979487088,0.9,maccs_keys
CHEMBL1785,0.5566032953105197,0.24928139194338414,0.2701652256900139,5.193872476799351,0.5,mfp_r2_1024
CHEMBL1785,0.2706572514937534,0.15571021864640974,0.25854858539401226,5.319628087996781,0.6,mfp_r2_1024
CHEMBL1785,0.09513670106826,0.05661427987953075,0.31135795386074017,4.480137339844879,0.7,mfp_r2_1024
CHEMBL1785,0.0342060474379866,0.02314489042806111,0.5575694021992577,3.6900648475518745,0.8,mfp_r2_1024
CHEMBL1785,0.007401774397972117,0.007167093118740579,0.6899027378814655,2.423325122842542,0.9,mfp_r2_1024
CHEMBL1785,0.42219808075321386,0.13740547176322943,0.25414441382644265,5.003265358765249,0.5,maccs_keys
CHEMBL1785,0.24430200977729494,0.1107048037152041,0.3254515700875348,5.044020020596682,0.6,maccs_keys
CHEMBL1785,0.11936266521817852,0.06908947442516153,0.7426824818622003,4.5494670778694,0.7,maccs_keys
CHEMBL1785,0.06366105377512221,0.044141598911601555,0.6807594763565528,4.227393293350135,0.8,maccs_keys
CHEMBL1785,0.015564005069708491,0.013031582189067534,0.5595191712273011,3.0628613818682027,0.9,maccs_keys
CHEMBL301,0.3446701039326823,0.20954456338141036,0.17118670475190934,6.518516862934225,0.5,mfp_r2_1024
CHEMBL301,0.08982282173934972,0.08973888428782849,0.28305340226061226,5.682372617138685,0.6,mfp_r2_1024
CHEMBL301,0.015889014327114443,0.017691467174331916,0.5568499513178691,4.149725445652249,0.7,mfp_r2_1024
CHEMBL301,0.003939277553411467,0.004339393881057037,0.764987332044478,2.888760081090552,0.8,mfp_r2_1024
CHEMBL301,0.0007984078397597793,0.0012477330043481533,0.8487143598489754,1.5412110384141295,0.9,mfp_r2_1024
CHEMBL301,0.24076380240763803,0.10575713107176782,0.23321113096522172,6.225060427706586,0.5,maccs_keys
CHEMBL301,0.06599783522072601,0.04348633159571379,0.4061318262511136,5.434486320278001,0.6,maccs_keys
CHEMBL301,0.01543743671512203,0.013216694941734832,0.627633321394389,4.154889368290499,0.7,maccs_keys
CHEMBL301,0.004854071375643518,0.005180407934176108,0.8237851742026772,3.074810019604708,0.8,maccs_keys
CHEMBL301,0.0012965398447410993,0.0018426860881712943,0.6962652147712813,1.9220695064837183,0.9,maccs_keys
CHEMBL4641,0.4807325194228635,0.20699761399004238,0.12753420835493118,5.214780922248782,0.5,mfp_r2_1024
CHEMBL4641,0.18638179800221977,0.11782263718506042,0.41066424925799244,4.953846259347191,0.6,mfp_r2_1024
CHEMBL4641,0.07114317425083241,0.059712372965197956,0.5854899338831706,4.2405230758112955,0.7,mfp_r2_1024
CHEMBL4641,0.024273029966703663,0.022164149386947166,0.7325566206327292,3.2934161588388844,0.8,mfp_r2_1024
CHEMBL4641,0.004894561598224195,0.0058352458009419995,0.5620744855796079,1.905780084054518,0.9,mfp_r2_1024
CHEMBL4641,0.5557047724750277,0.20431624806906432,0.04442763300414675,5.1950364635725474,0.5,maccs_keys
CHEMBL4641,0.20210876803551608,0.09928665185443168,0.19355157816815471,4.782875169999267,0.6,maccs_keys
CHEMBL4641,0.06173140954495006,0.033943204992130036,0.5122448047286403,3.9173046415520276,0.7,maccs_keys
CHEMBL4641,0.02360710321864595,0.016309621006299735,0.5855928871612173,3.194535766489597,0.8,maccs_keys
CHEMBL4641,0.006825749167591565,0.006588132831545853,0.6642033288923593,2.1791150710256404,0.9,maccs_keys
CHEMBL261,0.2462330634630452,0.20840890442818447,0.17252269060324277,7.079127416604364,0.5,mfp_r2_1024
CHEMBL261,0.10421728910942805,0.12088276140051567,0.2044356127739132,6.363241604432652,0.6,mfp_r2_1024
CHEMBL261,0.02089569078088274,0.03103581231088627,0.3293422073998375,5.033721861325673,0.7,mfp_r2_1024
CHEMBL261,0.0023101593105249413,0.003079013353853895,0.6168314948986094,3.275511164599244,0.8,mfp_r2_1024
CHEMBL261,0.000375346043353356,0.000688854909180895,0.9169138444221384,1.6746968198484495,0.9,mfp_r2_1024
CHEMBL261,0.5921008096108644,0.2629463374573073,0.14404331992596556,7.049424300396206,0.5,maccs_keys
CHEMBL261,0.26720344737529383,0.1546934795902707,0.20848695832242697,7.1670982668315135,0.6,maccs_keys
CHEMBL261,0.0560345782188561,0.04525389636374628,0.36886390383385914,6.254548534696941,0.7,maccs_keys
CHEMBL261,0.008084512927657352,0.008110319273120222,0.542025120729793,4.540433333041855,0.8,maccs_keys
CHEMBL261,0.0010903107861060328,0.001198592517850114,0.7740138546425829,2.65262446890487,0.9,maccs_keys
CHEMBL4644,0.43617224880382777,0.19773249098074838,0.1784979195185063,5.507952121525868,0.5,mfp_r2_1024
CHEMBL4644,0.20681735687180333,0.1269298286358592,0.46185083180912834,5.032543383416835,0.6,mfp_r2_1024
CHEMBL4644,0.09710608810427322,0.061732576654196555,0.5996146478108102,4.480874463231688,0.7,mfp_r2_1024
CHEMBL4644,0.04803167794093384,0.04120763984894071,0.773348394215902,4.062526531472618,0.8,mfp_r2_1024
CHEMBL4644,0.013119947203431776,0.017325019093051095,0.8355717570242691,2.9279829099418357,0.9,mfp_r2_1024
CHEMBL4644,0.6904207226530276,0.17976331387621258,-0.0003541111330998396,5.3764889864458585,0.5,maccs_keys
CHEMBL4644,0.32575482593631416,0.12704445956678076,0.20211129503148395,5.2823881682179525,0.6,maccs_keys
CHEMBL4644,0.12298960567563108,0.07568377207025914,0.468342562058433,4.834109370232717,0.7,maccs_keys
CHEMBL4644,0.0384293020953638,0.031432221186817676,0.5285825445292621,3.9313970800851465,0.8,maccs_keys
CHEMBL4644,0.007543309684870483,0.0074067006521344085,0.5348743947779545,2.505997993925132,0.9,maccs_keys
CHEMBL5023,0.40338634438204196,0.20848227029681313,0.3088529652604969,6.398369080364182,0.5,mfp_r2_1024
CHEMBL5023,0.1778872799155528,0.12023986466824961,0.29695355373064874,5.82490256174423,0.6,mfp_r2_1024
CHEMBL5023,0.06810517843093135,0.054982085918669724,0.5750523386551881,5.301655163976735,0.7,mfp_r2_1024
CHEMBL5023,0.023586166487211357,0.025464596199118502,0.6540824467661942,4.486342143410097,0.8,mfp_r2_1024
CHEMBL5023,0.0028904134620176417,0.003245453740079846,0.5795773053470455,2.6165412963901966,0.9,mfp_r2_1024
CHEMBL5023,0.5909000300518432,0.24195074960667481,0.029093051753440877,6.435951329096202,0.5,maccs_keys
CHEMBL5023,0.2514999494102137,0.17995250474085,0.2761813003503217,6.324387370384242,0.6,maccs_keys
CHEMBL5023,0.07990694499606608,0.07369712935965703,0.5748585047172575,5.475406915565557,0.7,maccs_keys
CHEMBL5023,0.037020397499807456,0.04621864397434974,0.8833192812201736,4.642304008285845,0.8,maccs_keys
CHEMBL5023,0.0074314130859920655,0.011809849341838458,0.7199275288811708,3.2945500210307306,0.9,maccs_keys
CHEMBL3130,0.26963000017865757,0.14526732284442737,0.20408800950928557,6.681242456824621,0.5,mfp_r2_1024
CHEMBL3130,0.07089181887298837,0.06153541309044737,0.5757278671635618,5.7279339503672055,0.6,mfp_r2_1024
CHEMBL3130,0.018770458772781322,0.017870085034742144,0.6529434436045394,4.531037297756356,0.7,mfp_r2_1024
CHEMBL3130,0.0051036511651451,0.005530036041315734,0.7350413676063953,3.341101344648505,0.8,mfp_r2_1024
CHEMBL3130,0.000698749595539119,0.0009005031492995582,0.49624842481394976,1.625167329634135,0.9,mfp_r2_1024
CHEMBL3130,0.5478454889956864,0.2073380862565283,0.2615355185423495,6.728955281427729,0.5,maccs_keys
CHEMBL3130,0.2620708000087344,0.15670535804417357,0.38738315873725315,6.679624955826559,0.6,maccs_keys
CHEMBL3130,0.07393544903594391,0.06142183273004538,0.46912066030814065,5.812073109550003,0.7,maccs_keys
CHEMBL3130,0.014807734681602439,0.013279050312698722,0.5824723448429117,4.347451030953506,0.8,maccs_keys
CHEMBL3130,0.002451082565602066,0.0028338498375119485,0.6684344759224676,2.6704186103507834,0.9,maccs_keys
CHEMBL269,0.36572490706319705,0.16827363311580007,0.17736713852265643,6.089204623050888,0.5,mfp_r2_1024
CHEMBL269,0.16580617273277426,0.10409786270500661,0.3964787197033425,5.753725274725747,0.6,mfp_r2_1024
CHEMBL269,0.06524422927293162,0.05624825727920156,0.5963905236931969,5.06850383307651,0.7,mfp_r2_1024
CHEMBL269,0.021077202386098382,0.022564963664992745,0.6998188268807469,3.997738918447244,0.8,mfp_r2_1024
CHEMBL269,0.004208524250021614,0.0055664168736329735,0.70040753698001,2.553130494706135,0.9,mfp_r2_1024
CHEMBL269,0.5891761044350307,0.20285344398370542,0.06195395925547839,6.101652946864324,0.5,maccs_keys
CHEMBL269,0.3102100804011412,0.16269803923965817,0.3365380784476915,6.079656093521452,0.6,maccs_keys
CHEMBL269,0.12232731045214836,0.09076186619552873,0.551783444531192,5.550966476393453,0.7,maccs_keys
CHEMBL269,0.03650038903777989,0.03601374329935354,0.4624675423885621,4.567978916947723,0.8,maccs_keys
CHEMBL269,0.005022910002593585,0.005783366231636185,0.5669561120242338,2.7425860617343676,0.9,maccs_keys
CHEMBL2599,0.47004643061920426,0.1999642452020186,0.043950080586178455,7.072551598713744,0.5,mfp_r2_1024
CHEMBL2599,0.1415243950131581,0.08964494748397248,0.26212652601124237,6.497061541366367,0.6,mfp_r2_1024
CHEMBL2599,0.03603192189752746,0.027749576683778584,0.6712353505477081,5.358561791149732,0.7,mfp_r2_1024
CHEMBL2599,0.010540040019387662,0.011678514678437592,0.8018387374861555,4.195235911615952,0.8,mfp_r2_1024
CHEMBL2599,0.0016736332098098617,0.003462960498265182,0.7397753450582645,2.296963464712558,0.9,mfp_r2_1024
CHEMBL2599,0.5249884062023277,0.2234575144748582,0.10022101984228012,7.051632425807085,0.5,maccs_keys
CHEMBL2599,0.22605780701392425,0.15985410373810743,0.2523152999217039,6.86551344030357,0.6,maccs_keys
CHEMBL2599,0.06670113499122074,0.06466227931831688,0.5589976077000905,5.910445877362702,0.7,maccs_keys
CHEMBL2599,0.016214996123083327,0.017940688339065414,0.6346296500048099,4.612876044537272,0.8,maccs_keys
CHEMBL2599,0.002015750320407609,0.002588345320951644,0.6137428269080654,2.6842014000524035,0.9,maccs_keys
CHEMBL1868,0.5432234432234432,0.24684003013136252,0.11120392143166251,5.81993580293925,0.5,mfp_r2_1024
CHEMBL1868,0.24188034188034188,0.18137475828587765,0.26008738886740157,5.613989742797672,0.6,mfp_r2_1024
CHEMBL1868,0.05912921766580303,0.06181383826418074,0.4671808245656078,4.590304990993946,0.7,mfp_r2_1024
CHEMBL1868,0.013058756961195985,0.018253556425989265,0.7082391968033674,3.1841120549335797,0.8,mfp_r2_1024
CHEMBL1868,0.0016528187259894577,0.002494827201157941,0.6592267490186028,1.5686838500228477,0.9,mfp_r2_1024
CHEMBL1868,0.3167545191935436,0.13621399161717915,0.16249812491761337,5.724662230332601,0.5,maccs_keys
CHEMBL1868,0.09310878823073945,0.057690179992852336,0.33852004028594174,5.035168244082791,0.6,maccs_keys
CHEMBL1868,0.02278209595282766,0.018163723364050807,0.4908469213674112,3.850589366634279,0.7,maccs_keys
CHEMBL1868,0.007200929152148664,0.007662895805375264,0.7130577733582613,2.7868805783459774,0.8,maccs_keys
CHEMBL1868,0.002019119092289824,0.0031355448615568377,0.8170353486742113,1.71394507728314,0.9,maccs_keys
CHEMBL3563,0.22951753605127292,0.17578784957990803,0.17468223860858634,4.911511954706443,0.5,mfp_r2_1024
CHEMBL3563,0.08819654619903863,0.08781340016436197,0.37196231478121494,4.17565273954163,0.6,mfp_r2_1024
CHEMBL3563,0.03602160109192333,0.047050358077083056,0.7954383050542075,3.244900273564631,0.7,mfp_r2_1024
CHEMBL3563,0.01570233220580381,0.026410641978967753,0.7920743646105751,2.4784965321541046,0.8,mfp_r2_1024
CHEMBL3563,0.004450774434751646,0.01016685225543102,0.6997407272632755,1.44847989395302,0.9,mfp_r2_1024
CHEMBL3563,0.12984392617648804,0.07171379079629298,0.42594256403823927,4.571181832185617,0.5,maccs_keys
CHEMBL3563,0.05057266631060471,0.03536735613796708,0.7198678031673718,3.809145234796922,0.6,maccs_keys
CHEMBL3563,0.02410539433861492,0.022660902881428302,0.7366217304770255,3.202781348294105,0.7,maccs_keys
CHEMBL3563,0.011512669871224259,0.013051539334904381,0.7654545182539134,2.5515486269562055,0.8,maccs_keys
CHEMBL3563,0.0038573378434514274,0.004907659615586412,0.6812783588357565,1.6695616224988645,0.9,maccs_keys
CHEMBL275,0.2431547133456091,0.16944847210694278,0.37806334513298623,6.033635490235968,0.5,mfp_r2_1024
CHEMBL275,0.07652300926897108,0.07700093876081113,0.5111543231297151,5.206389669074113,0.6,mfp_r2_1024
CHEMBL275,0.02367977375319519,0.023346030313310465,0.6459755811342787,4.1946159013839095,0.7,mfp_r2_1024
CHEMBL275,0.008083350814628347,0.007480391955154532,0.7060147953994278,3.208618635606616,0.8,mfp_r2_1024
CHEMBL275,0.001626925856000746,0.002274483879659284,0.7060251562835869,1.809170505170805,0.9,mfp_r2_1024
CHEMBL275,0.302800891934519,0.17065622531999022,0.1881246153897844,6.195558003694575,0.5,maccs_keys
CHEMBL275,0.09097421314748774,0.07166364346579615,0.42985672038367534,5.361022749722293,0.6,maccs_keys
CHEMBL275,0.02500058270983381,0.0195104802194357,0.6033699128400959,4.240412595205307,0.7,maccs_keys
CHEMBL275,0.009203707588435929,0.007029340854966336,0.7183211671663748,3.299827377601035,0.8,maccs_keys
CHEMBL275,0.002487782517151093,0.0028961929070898756,0.7807570897009519,2.1842291466690904,0.9,maccs_keys
CHEMBL3105,0.3336623524147189,0.1827069195090788,0.18390816772630308,7.052512008511,0.5,mfp_r2_1024
CHEMBL3105,0.10509879177997315,0.0850258895614904,0.262944031250675,6.337300919760073,0.6,mfp_r2_1024
CHEMBL3105,0.024712000734340756,0.027097159906276036,0.608898321877155,5.023266182763104,0.7,mfp_r2_1024
CHEMBL3105,0.00525311807969892,0.007718294900512838,0.6898102161280801,3.5494084801233488,0.8,mfp_r2_1024
CHEMBL3105,0.0005375603823161567,0.0008042903846419736,0.6940665812009787,1.6260244166562294,0.9,mfp_r2_1024
CHEMBL3105,0.6156870675708237,0.22811610236893615,0.2111340495183422,6.858257188067894,0.5,maccs_keys
CHEMBL3105,0.30704049200830724,0.1929129876588836,0.21809012793402366,6.978053789856151,0.6,maccs_keys
CHEMBL3105,0.08883543882597271,0.08230671229273487,0.4076610240339494,6.195583498744814,0.7,maccs_keys
CHEMBL3105,0.018757529861278443,0.024404604306363355,0.6082761525891182,4.756073055881454,0.8,maccs_keys
CHEMBL3105,0.0021720422704898283,0.003201651953333142,0.7048524164085936,2.769073313833639,0.9,maccs_keys
CHEMBL1741219,0.27217858052802524,0.20594346296805233,0.12789834487600055,5.783374073176748,0.5,mfp_r2_1024
CHEMBL1741219,0.07174223495432074,0.08485489609552987,0.18119930032181547,4.692738935829312,0.6,mfp_r2_1024
CHEMBL1741219,0.007778427228991502,0.014301998748899375,0.3760128877871322,2.743967070920625,0.7,mfp_r2_1024
CHEMBL1741219,0.0008285855594879469,0.0017414289603740597,0.6203299205637308,1.180034090363635,0.8,mfp_r2_1024
CHEMBL1741219,0.0001156165896959926,0.0004103389768564127,0.6988047808764937,0.3555322814254996,0.9,mfp_r2_1024
CHEMBL1741219,0.21344107086654635,0.14794618707398133,0.20880514269152733,5.884816144566599,0.5,maccs_keys
CHEMBL1741219,0.05118389246800739,0.04873621472927478,0.356968605996072,4.7669207071683415,0.6,maccs_keys
CHEMBL1741219,0.007714195790271506,0.008246809801286782,0.4135591041664197,3.0331914720886965,0.7,maccs_keys
CHEMBL1741219,0.0012846287743999178,0.0017649366223152416,0.6358073793061259,1.5299454480303105,0.8,maccs_keys
CHEMBL1741219,0.0002933235701546479,0.0006969892161636531,0.5718303989998963,0.6671183315103258,0.9,maccs_keys
CHEMBL4581,0.4427046147854871,0.20598207903333937,0.08453937901272514,5.388027079855478,0.5,mfp_r2_1024
CHEMBL4581,0.14921788797299929,0.0810184135686245,0.30748650162457253,4.775468348634563,0.6,mfp_r2_1024
CHEMBL4581,0.05112124359057571,0.030519614472071698,0.6753644396184211,3.870650504910216,0.7,mfp_r2_1024
CHEMBL4581,0.021986759265269034,0.019932530016630905,0.841365818024536,3.2860305113274677,0.8,mfp_r2_1024
CHEMBL4581,0.00492470954760823,0.008311539949281714,0.783998086043257,1.9559757195062606,0.9,mfp_r2_1024
CHEMBL4581,0.18330953462711755,0.12686262410928237,0.479435192799724,4.872056416651746,0.5,maccs_keys
CHEMBL4581,0.07569611215681184,0.05244144548751792,0.5982098407149479,4.352086634565506,0.6,maccs_keys
CHEMBL4581,0.03340202505354709,0.0249087681441383,0.5533708828033831,3.6732951458632646,0.7,maccs_keys
CHEMBL4581,0.013808658402025054,0.012045852074463964,0.5139501464495883,2.9326335691343504,0.8,maccs_keys
CHEMBL4581,0.003537353151165055,0.004378484121650219,0.6225256472276719,1.7895335114592477,0.9,maccs_keys
CHEMBL4333,0.2927082416783237,0.1746189225362705,0.27266684048028406,6.421640400350655,0.5,mfp_r2_1024
CHEMBL4333,0.09810482878993838,0.07402262956457833,0.40713579228021424,5.726865927363308,0.6,mfp_r2_1024
CHEMBL4333,0.029581298966221276,0.02404970050377595,0.554391900517352,4.666761209101406,0.7,mfp_r2_1024
CHEMBL4333,0.008852751625548359,0.008307344331360088,0.7711031876668933,3.5633861508306177,0.8,mfp_r2_1024
CHEMBL4333,0.0016134274514310752,0.0020060347753019557,0.6281779060343429,2.051372803591773,0.9,mfp_r2_1024
CHEMBL4333,0.298624142333571,0.1702936930797457,0.24043759510260657,6.439018886346426,0.5,maccs_keys
CHEMBL4333,0.11094580787194576,0.09309031441778601,0.5597443012975265,5.807252310596612,0.6,maccs_keys
CHEMBL4333,0.03820061089373286,0.039385882804703565,0.6903203135621628,4.867982676279644,0.7,maccs_keys
CHEMBL4333,0.012757479497709598,0.01384546510105334,0.8463227953855019,3.8804323423101335,0.8,maccs_keys
CHEMBL4333,0.003290601897326038,0.004456314672114221,0.8814036290055081,2.642992545987842,0.9,maccs_keys
CHEMBL2742,0.708287504582875,0.20425201180255365,0.004133821061661261,5.995626043882043,0.5,mfp_r2_1024
CHEMBL2742,0.3303852948038529,0.17913103844672026,0.6472210975576197,5.68412938221981,0.6,mfp_r2_1024
CHEMBL2742,0.24410392294103922,0.17766866620361216,0.8365359204569669,5.2463250494239695,0.7,mfp_r2_1024
CHEMBL2742,0.12098456820984568,0.11774617246064757,0.4397626673648258,5.320706341128144,0.8,mfp_r2_1024
CHEMBL2742,0.008585808085858081,0.013678766544387547,0.38729714904385143,3.054419281123502,0.9,mfp_r2_1024
CHEMBL2742,0.5784304902843049,0.19882792787741635,0.24463902836512455,6.030010734980056,0.5,maccs_keys
CHEMBL2742,0.34292737392927375,0.18298269570921114,0.6012450287250909,5.867969640982107,0.6,maccs_keys
CHEMBL2742,0.182001799820018,0.14181086422567235,0.6233390434355076,5.676833245631825,0.7,maccs_keys
CHEMBL2742,0.05616271706162717,0.05517830465302064,0.47803572517164566,4.838226665350563,0.8,maccs_keys
CHEMBL2742,0.00590607605906076,0.007367690622330195,0.5174552204330423,2.851557795435995,0.9,maccs_keys
CHEMBL4979,0.47837449897085904,0.15648529111325563,0.16068920791336191,5.094599382789994,0.5,mfp_r2_1024
CHEMBL4979,0.3110713898819196,0.13774421621667046,0.38448312714638666,4.910813197304461,0.6,mfp_r2_1024
CHEMBL4979,0.16349799588343625,0.10692132540020186,0.38223047010431815,4.886936220006664,0.7,mfp_r2_1024
CHEMBL4979,0.05364397140071498,0.054074119131828975,0.6329122226373829,4.215733622046108,0.8,mfp_r2_1024
CHEMBL4979,0.007989383598743365,0.009534018233626167,0.5801509485592049,2.5200839203666567,0.9,mfp_r2_1024
