Dataset,F50,Min_physchem,1st Qu._physchem,Median_physchem,Mean_physchem,3rd Qu._physchem,Max_physchem,SD_physchem,Min_mfp_r2_1024,1st Qu._mfp_r2_1024,Median_mfp_r2_1024,Mean_mfp_r2_1024,3rd Qu._mfp_r2_1024,Max_mfp_r2_1024,SD_mfp_r2_1024,Min_maccs_keys,1st Qu._maccs_keys,Median_maccs_keys,Mean_maccs_keys,3rd Qu._maccs_keys,Max_maccs_keys,SD_maccs_keys
CHEMBL3155,0.1755725190839694,4.930380657631324e-32,2150.0183659899994,7119.381975700017,14321.406857925862,19296.855991560064,209887.20281876012,18385.4520285375,0.0,0.3991769552230835,0.50865054,0.494243,0.593406617641449,0.99236643,0.14161977,0.0,0.395348846912384,0.475,0.48878902,0.574999988079071,0.9875,0.13964994
CHEMBL2828,0.2150170648464164,7.888609052210118e-31,2292.879935080004,7162.565413425018,14638.630802284397,18554.60380661362,347612.32758204953,21814.273175918766,0.07682119,0.4105960130691528,0.49557522,0.4915865,0.5684210658073425,0.97928995,0.12266361,0.11320755,0.3636363744735718,0.42857143,0.43640772,0.5,0.9848485,0.10660212
CHEMBL5113,0.1740850642927794,4.930380657631324e-32,945.4059988604024,2525.901029192001,5916.624034948844,6347.840999460803,336586.071582804,9958.291840866885,0.020151133,0.4175824224948883,0.48089173,0.48957124,0.5528255701065063,0.9895105,0.10749345,0.09195402,0.4430379867553711,0.5294118,0.5320431,0.6164383292198181,0.9875,0.12827212
CHEMBL2014,0.0891364902506963,7.888609052210118e-31,1954.0814138700105,6236.3312522650085,68434.04946428195,17434.243364295864,2037376.0357068104,242206.78608319443,0.0063861758,0.3306451737880707,0.4568528,0.4500186,0.564393937587738,0.9954421,0.1724122,0.112676054,0.4266666769981384,0.5,0.5074009,0.5783132314682007,0.98550725,0.12152953
CHEMBL313,0.0991105463786531,4.930380657631324e-32,2073.2420931508045,7065.172012970008,15014.017696375337,19644.995386380044,719893.0947786099,24573.047152451305,0.043010753,0.3424657583236694,0.43362832,0.43678463,0.5218659043312073,0.9923858,0.12787955,0.037037037,0.3432835936546325,0.43333334,0.4339107,0.5192307829856873,0.9848485,0.1340051
CHEMBL1785,0.1045454545454545,7.888609052210118e-31,2451.8874182347527,8518.755031620822,20389.36562043629,24343.246959567445,826069.1062140813,38176.0620100194,0.043015726,0.3897550106048584,0.52100843,0.50594324,0.6080306172370911,0.9914966,0.15746006,0.064935066,0.3563218414783478,0.46067417,0.48379594,0.5952380895614624,0.9883721,0.17416485
CHEMBL301,0.1238591916558018,4.930380657631324e-32,2340.985795160405,6888.20808526242,14246.291440325816,17608.02245417762,558559.4703965519,22269.77173736042,0.03153153,0.3849765360355377,0.45627376,0.45447505,0.5281385183334351,0.9874477,0.114771634,0.035714287,0.3571428656578064,0.41975307,0.43052194,0.4927536249160766,0.9879518,0.10651614
CHEMBL4641,0.1641791044776119,7.888609052210118e-31,1429.6425741335815,4259.310133433803,9617.08512029181,11496.313363842495,235521.7311526902,14887.630091237896,0.11683417,0.4166666567325592,0.49411765,0.5004043,0.5714285969734192,0.9958848,0.12821865,0.06849315,0.4415584504604339,0.51042116,0.51602864,0.5810810923576355,0.9848485,0.1184032
CHEMBL261,0.0783475783475783,3.0814879110195774e-33,5004.421786932713,16095.044147965044,38529.937300240585,46168.57545399906,1358131.7467322403,61749.39829671372,0.0,0.2445820420980453,0.36936936,0.36795402,0.4967532455921173,0.9926108,0.17635301,0.0,0.3928571343421936,0.52873564,0.48580799,0.604651153087616,0.9886364,0.17154182
CHEMBL4644,0.1634615384615384,3.2311742677852644e-27,8299.990731897084,41786.3873593154,105480.24210413347,124720.5996941188,1601343.3961140905,166449.29002688214,0.05379443,0.3872548937797546,0.4787053,0.49170867,0.5732394456863403,0.9951124,0.15335348,0.12087912,0.47826087474823,0.54545456,0.5575605,0.6282051205635071,0.98550725,0.121461704
CHEMBL5023,0.1156462585034013,7.888609052210118e-31,3242.929889922506,10846.171722490046,36453.12198507157,34617.28625808992,1856524.20909221,82455.00752249775,0.0,0.3563218414783478,0.4632653,0.46392655,0.5618860721588135,0.99563956,0.15398212,0.0,0.4457831382751465,0.5222222,0.5255962,0.6000000238418579,0.98888886,0.1302776
CHEMBL3130,0.1389452332657201,1.232595164407831e-32,2945.196590640012,8572.763551810001,16759.405100574735,21802.874434760462,532013.0110179613,22744.65642680352,0.05362776,0.3684210479259491,0.4375,0.44012782,0.5054945349693298,0.98888886,0.110441044,0.09090909,0.4230769276618957,0.5135135,0.51663655,0.6029411554336548,0.98876405,0.12526342
CHEMBL269,0.1036036036036036,1.972152263052529e-31,8654.89806736305,35313.373882440006,88691.31755727083,106681.16325192804,1701839.6672632124,138647.58283580016,0.048331417,0.3517241477966308,0.45266274,0.45648536,0.5503876209259033,0.99509,0.1527172,0.08450704,0.432098776102066,0.530303,0.53432494,0.6231883764266968,0.9866667,0.13739105
CHEMBL2599,0.1064891846921797,1.972152263052529e-31,2204.5107325903964,6642.081117870401,16982.001066948633,18111.726600577636,1781882.1673278084,43401.5892967112,0.052078117,0.4299363195896148,0.49244714,0.49606892,0.5555555820465088,0.9895833,0.10630341,0.018518519,0.4266666769981384,0.50574714,0.5104479,0.5882353186607361,0.98734176,0.12266137
CHEMBL1868,0.1698924731182795,7.888609052210118e-31,2408.4541169499958,8009.788236010007,41331.202985071104,22979.34691026501,1748589.114191152,145114.87067993666,0.009773977,0.4294294416904449,0.5121951,0.5061207,0.5965293049812317,0.98653847,0.13687147,0.037037037,0.3793103396892547,0.44444445,0.45285934,0.5185185074806213,0.9861111,0.11195
CHEMBL3563,0.1926229508196721,4.930380657631324e-32,3790.859823822305,12773.302659396197,28263.580331642628,43314.014973628735,316726.85805464035,34121.283042957584,0.0,0.2824427485466003,0.3783784,0.3919822,0.4887218177318573,0.9948365,0.15455854,0.028571429,0.265625,0.3392857,0.35824546,0.4324324429035187,0.98571426,0.13592388
CHEMBL275,0.1407407407407407,1.972152263052529e-31,2885.308369413174,9636.035657680031,22086.74550786546,27462.678722529938,412500.1935936396,31691.94629250933,0.043613706,0.328125,0.41048035,0.41644135,0.4963768124580383,0.9899666,0.12888438,0.0,0.3589743673801422,0.4347826,0.44181126,0.5151515007019043,0.9868421,0.120464824
CHEMBL3105,0.1371340523882896,4.930380657631324e-32,2531.936720134404,8584.093848345037,18238.48938243583,23244.504089290072,1618980.1774825598,37771.26724752776,0.030456852,0.3622641563415527,0.44360903,0.44843206,0.5300353169441223,0.99236643,0.12145325,0.06944445,0.4473684132099151,0.5344828,0.53420717,0.6190476417541504,0.9876543,0.12507264
CHEMBL1741219,0.3891001267427122,7.888609052210118e-31,2228.728589564804,6678.653965975214,12934.503111477748,17178.186616843697,188704.61309129017,16533.76168936217,0.0,0.3076923191547394,0.41287878,0.40422884,0.5081300735473633,0.9897959,0.14074977,0.0,0.3181818127632141,0.4,0.40217155,0.4814814925193786,0.9868421,0.11776311
CHEMBL4581,0.0482758620689655,7.888609052210118e-31,2002.410986209999,6135.626261289999,14067.404169823658,16748.55843769005,385937.9154991922,23334.72350443953,0.04489164,0.4060150384902954,0.4832905,0.48164174,0.5558224022388458,0.99220777,0.13329427,0.018181818,0.2537313401699066,0.33870968,0.36657038,0.4571428596973419,0.9846154,0.15097958
CHEMBL4333,0.1049913941480206,1.972152263052529e-31,1892.9528689668116,4936.271882170617,9177.102766299162,11551.976506567726,258908.1977150098,12297.733018289093,0.0,0.3241379261016845,0.4220963,0.4203218,0.5165562629699707,0.99068326,0.14666341,0.027777778,0.3578947484493255,0.43209878,0.4435818,0.5161290168762207,0.98717946,0.12859604
CHEMBL2742,0.0441860465116279,7.888609052210118e-31,1386.0014199999985,3897.939629176423,8911.896753773452,10383.958881131624,335349.2572437262,14058.309546655537,0.13953489,0.4894179999828338,0.5440806,0.58522546,0.692307710647583,0.9832134,0.14075686,0.1,0.4383561611175537,0.5263158,0.547848,0.65625,0.9861111,0.14604375
CHEMBL4979,0.0606060606060606,1.972152263052529e-31,1357.7083372899967,3972.648074395589,9733.56932057042,10000.934205966383,233624.3315064404,17210.0509543677,0.029880479,0.4018127024173736,0.49077004,0.5190863,0.6416215896606445,0.9859813,0.16255723,0.11392405,0.364705890417099,0.5,0.5128551,0.6309523582458496,0.9868421,0.17550786
CHEMBL5136,0.109375,7.888609052210118e-31,3014.6962334228087,10611.161573969996,19983.76294852319,28130.54260101446,324662.5785264086,24378.95007093371,0.0029498525,0.1624999940395355,0.32814652,0.36466998,0.5246402472257614,0.9970297,0.23231216,0.045454547,0.3617021143436432,0.44615385,0.45808527,0.5405405163764954,0.98734176,0.14742221
CHEMBL339,0.1214405360134003,1.972152263052529e-31,2043.9077220224224,6437.728552839993,13283.877599863376,17226.30956456,316539.06711081025,18482.195628511075,0.0,0.3476394712924957,0.44162437,0.4426728,0.5337837934494019,0.99147725,0.12626955,0.06,0.4264705777168274,0.5,0.50075674,0.5714285969734192,0.98717946,0.10977626
CHEMBL2049,0.1452991452991453,7.888609052210118e-31,5085.915684368409,22475.940850088427,150443.6589081419,266783.8260588091,1748245.987984839,235567.53568093647,0.031982943,0.3399156928062439,0.44721815,0.45795155,0.5516152828931808,0.99319726,0.16833635,0.077922076,0.4406779706478119,0.5051546,0.5244501,0.5866666436195374,0.9885057,0.12864982
CHEMBL259,0.0884615384615384,4.930380657631324e-32,4635.912090082515,19436.683725340816,80096.0553670055,84036.86992104916,1728984.9008351124,148838.8083929676,0.02259887,0.3606060743331909,0.45695364,0.46667072,0.5602094531059265,0.9951124,0.14893465,0.06451613,0.4810126721858978,0.56164384,0.56584656,0.6521739363670349,0.9878049,0.12797154
CHEMBL2292,0.2212189616252821,7.888609052210118e-31,2400.7735501525253,7725.578238541808,15869.535647367424,20525.051154232533,244389.78544984013,21690.196862756184,0.046954315,0.3734567761421203,0.464684,0.46058398,0.5481283664703369,0.9847095,0.12524177,0.054545455,0.3623188436031341,0.42372882,0.42941934,0.4905660450458526,0.9852941,0.104038395
CHEMBL3572,0.0897832817337461,7.888609052210118e-31,3897.929048525311,12785.903771279416,24772.494060132303,33907.394875094826,429190.5958246906,31600.13929778427,0.0,0.3356292247772217,0.44920993,0.45952278,0.5787139534950256,0.99387753,0.17705016,0.060606062,0.3833333253860473,0.46969697,0.47714365,0.5593220591545105,0.987013,0.13935742
CHEMBL234,0.1391355831853167,1.972152263052529e-31,2091.911643129605,7058.168635833832,19699.998165227567,19887.339788042853,1169946.8320525894,52019.73804559207,0.0,0.3476923108100891,0.45301205,0.45348084,0.5529412031173706,0.99157304,0.1417174,0.0,0.4567901194095611,0.5294118,0.5317528,0.6052631735801697,0.9876543,0.11481614
CHEMBL3820,0.1468926553672316,2.0194839173657902e-28,2016.305252044993,6745.155672090009,13426.114989974829,18093.256539944246,178394.71184404046,17251.886581543666,0.08237232,0.3726114630699157,0.45355192,0.46498722,0.549723744392395,0.9903226,0.13019629,0.10606061,0.410256415605545,0.48235294,0.49971244,0.5783132314682007,0.9878049,0.12702055
CHEMBL3807,0.199288256227758,7.888609052210118e-31,7231.236376880015,23310.952925619968,50909.31428968489,62928.45393332549,1037825.62889229,76620.57111137829,0.0054884744,0.2048685699701309,0.36421725,0.37791198,0.5386949777603149,0.9924433,0.19983168,0.036363635,0.2804878056049347,0.3617021,0.37737903,0.4520547986030578,0.9882353,0.13872297
CHEMBL3371,0.0922279792746114,4.930380657631324e-32,1774.5272868699974,5366.103400321586,11781.943049962214,14007.706357137837,641412.6570798404,20626.63160805637,0.0,0.4354485869407654,0.5109034,0.50459725,0.5775076150894165,0.9902724,0.11060108,0.0,0.4166666567325592,0.5365854,0.52825963,0.6385542154312134,0.9878049,0.14795956
CHEMBL4354,0.1298076923076923,1.972152263052529e-31,10326.778264266684,46581.06360148574,163643.12426103352,179703.05407507962,1702888.9513296925,270378.0885712603,0.04,0.2580101191997528,0.3838631,0.39047375,0.503333330154419,0.9914738,0.168845,0.040816326,0.4193548262119293,0.509434,0.51634586,0.6078431606292725,0.9852941,0.13733773
CHEMBL3501,0.1280788177339901,7.888609052210118e-31,9043.836478787154,44528.38244914712,96574.30657815449,135957.32122640696,1113643.6719884896,132886.8628951391,0.11677632,0.4300126135349273,0.52699786,0.551067,0.642970860004425,0.99625933,0.17829427,0.16071428,0.460317462682724,0.5416667,0.5527661,0.6268656849861145,0.98717946,0.1324444
CHEMBL227,0.1533477321814254,7.888609052210118e-31,6944.520053563601,29075.83647806004,84235.91249168002,88812.15829227255,1580830.6370470908,146571.65326807153,0.0,0.3719512224197387,0.4968153,0.49450567,0.6208695769309998,0.99618804,0.17131954,0.0,0.3627451062202453,0.48101267,0.47992513,0.5820895433425903,0.99,0.15420915
CHEMBL2001,0.0801526717557251,4.930380657631324e-32,3614.542120625004,11224.8982437924,29814.75032302976,30184.64732601388,1188189.484755412,62833.43548254842,0.022727273,0.3497109711170196,0.4587525,0.4929319,0.6069996207952499,0.9932584,0.18866947,0.13265306,0.5324675440788269,0.6081081,0.6217774,0.7108433842658997,0.9882353,0.14729634
CHEMBL2007625,0.121654501216545,1.972152263052529e-31,1587.915375160008,5193.613891510396,12823.171605627642,15518.162895179204,260706.33244075032,19315.637338456952,0.049853373,0.3412322402000427,0.43366015,0.449492,0.5560166239738464,0.9913793,0.14990625,0.050847456,0.3888888955116272,0.48333332,0.5309684,0.699999988079071,0.9882353,0.1822716
CHEMBL1293269,0.1929347826086956,1.2924697071141056e-26,11848.23194263997,43264.564247239934,88028.27484000911,120115.94957721008,1602849.1533122894,118274.77131140084,0.0,0.2328042387962341,0.37592593,0.38691667,0.5247395634651184,0.9916357,0.19369358,0.04761905,0.4069767296314239,0.525641,0.52024674,0.6363636255264282,0.9892473,0.161261
CHEMBL257,0.0845070422535211,7.888609052210118e-31,3054.731717527199,12006.460517978623,25207.49834689352,34386.297020750884,567439.8187899997,36208.97041692257,0.049955398,0.5589925199747086,0.65868914,0.654396,0.757377028465271,0.9916667,0.13813345,0.13333334,0.4519560039043426,0.56989247,0.6014941,0.75,0.9894737,0.1726149
CHEMBL1293319,0.3323308270676692,4.930380657631324e-32,2875.4190095684016,8039.285456451627,15990.59778677733,19402.76424404004,630840.8799692909,29027.509170480247,0.0,0.3153846263885498,0.4034091,0.4016906,0.4930555522441864,0.989547,0.12950474,0.0,0.3064516186714172,0.3802817,0.3864053,0.4588235318660736,0.9846154,0.11477211
CHEMBL3587,0.1373134328358209,7.888609052210118e-31,2912.240609427396,9846.9052162244,22924.226157056437,29144.93223412004,743700.0651886935,36089.27428068552,0.047067344,0.3571428656578064,0.4329897,0.44073254,0.516417920589447,0.9767442,0.12603948,0.027027028,0.3108108043670654,0.39473686,0.40264505,0.47826087474823,0.9859155,0.13323331
CHEMBL4203,0.2637889688249401,7.888609052210118e-31,2283.6589667596013,7671.31834776321,15944.262281497557,20976.304730887317,234601.99788515965,21638.050331831702,0.04016064,0.3803278803825378,0.4723757,0.46668506,0.556851327419281,0.9691358,0.1304237,0.07575758,0.3513513505458832,0.41379312,0.42083082,0.4814814925193786,0.9859155,0.10425573
CHEMBL2327,0.1713554987212276,7.888609052210118e-31,5038.791322928232,16164.049978809944,47990.8699487273,45414.646793239925,1632000.8140384897,103332.16244078828,0.01977401,0.3842010796070099,0.47870356,0.48216793,0.5711340308189392,0.993007,0.15550807,0.04255319,0.4556961953639984,0.5375,0.5405151,0.6235294342041016,0.9868421,0.14038485
CHEMBL3973,0.0121212121212121,7.888609052210118e-31,1006.659666090002,2899.6950524432013,5930.888713469598,7336.735092088803,111988.18964951848,8235.614992469385,0.23498233,0.646766185760498,0.76863754,0.72329617,0.8231707215309143,0.9832134,0.13774987,0.18181819,0.594936728477478,0.68333334,0.6639865,0.75,0.9846154,0.12742488
CHEMBL228,0.0897887323943662,4.930380657631324e-32,2023.536161925,7849.664301640008,20054.204521982043,23572.79347703002,990078.6707892896,43496.78803304469,0.0,0.3130841255187988,0.39030024,0.39991075,0.4803149700164795,0.9902041,0.11957179,0.0,0.338709682226181,0.4189189,0.422911,0.5,0.9894737,0.12190051
CHEMBL3397,0.22,4.930380657631324e-32,3247.422324243684,10523.346344933208,26255.477024941825,29846.4617231316,1543344.4822627574,52623.25623106055,0.0,0.3589743673801422,0.43850267,0.43466565,0.5148147940635681,0.99041533,0.12043975,0.015151516,0.314814805984497,0.4,0.40210223,0.4861111044883728,0.9885057,0.124953866
CHEMBL3267,0.13203214695752,4.930380657631324e-32,3192.248867852211,9880.183711440017,19682.44807706277,25552.84275403005,741054.2474388101,29877.16988803085,0.034035657,0.3602150678634643,0.4357798,0.43586168,0.5077319741249084,0.99590164,0.11595197,0.03125,0.3970588147640228,0.47474748,0.48449594,0.5647059082984924,0.98888886,0.12296317
CHEMBL304,0.0735294117647058,3.0814879110195774e-33,1693.216272240003,6022.495577848411,13097.20386266025,17076.62404916007,203323.12594400012,18260.97398624484,0.061349694,0.3308270573616028,0.4190141,0.42865172,0.5166666507720947,0.984375,0.13609767,0.018181818,0.290909081697464,0.38181818,0.39788625,0.4852941036224365,0.9830508,0.14730838
CHEMBL2590,0.0384615384615384,1.972152263052529e-31,5368.426043509997,16181.133800610023,30971.765802165668,42619.56294077756,346315.79961081024,37660.214711535016,0.003058104,0.2226277440786361,0.3618677,0.36293334,0.4867256581783294,0.9747475,0.18897763,0.029850746,0.3220339119434356,0.41269842,0.42139396,0.5,0.98507464,0.14999627
CHEMBL4015,0.0893719806763285,7.888609052210118e-31,2268.5634713399986,6377.137319960007,13010.57327803638,16284.750449875224,350999.8100402903,17999.093131798607,0.0,0.3633879721164703,0.4493243,0.44797486,0.5280898809432983,0.9918478,0.14015095,0.057142857,0.4705882370471954,0.55,0.5464373,0.6229507923126221,0.98717946,0.12461379
CHEMBL2857,0.1510416666666666,3.2311742677852644e-27,8662.93332756882,42200.213426245085,90775.5173951642,114018.04084108016,1156850.1612270405,132139.51154520907,0.010889292,0.2269102782011032,0.34674922,0.35958526,0.4752066135406494,0.98815787,0.17658412,0.05172414,0.3142857253551483,0.41095892,0.42203337,0.515625,0.98630136,0.1471568
CHEMBL270,0.1239436619718309,1.972152263052529e-31,10984.483170932495,44736.17314085004,125428.71230366164,143147.28839852993,1810163.3853376128,205090.63688247363,0.0,0.3230452537536621,0.4326241,0.4350839,0.5371868014335632,0.99509,0.1577716,0.03846154,0.4583333432674408,0.5466667,0.5503081,0.6363636255264282,0.98734176,0.12777574
CHEMBL2069,0.104089219330855,7.888609052210118e-31,2062.8343503774995,5655.583039041814,13328.82795933203,13725.441883916828,349592.6643424599,26710.20023260465,0.014492754,0.3505434691905975,0.43589744,0.44064596,0.5329341292381287,0.99220777,0.15222777,0.055555556,0.3372093141078949,0.40243903,0.42850804,0.4918032884597778,0.9879518,0.13908552
CHEMBL3795,0.1379310344827586,3.2311742677852644e-27,15470.943653255606,71197.35585348483,139809.8212533236,200162.0675612697,1601343.3961140905,174966.47100631363,0.07780157,0.4039270579814911,0.50558656,0.5302669,0.6350806355476379,0.9951124,0.18036593,0.09677419,0.4683544337749481,0.56060606,0.57104105,0.6721311211585999,0.984127,0.14173213
CHEMBL252,0.091358024691358,7.888609052210118e-31,3581.7592239283017,13058.263498328204,43447.09059513438,40550.06695980655,1606958.5320598867,86556.96348286608,0.024842547,0.3873873949050903,0.49585405,0.48821017,0.5851528644561768,0.9937369,0.14673722,0.057142857,0.3555555641651153,0.4631579,0.48586178,0.6071428656578064,0.98876405,0.16763131
CHEMBL2041,0.2442528735632184,5.127595883936577e-29,3156.642756644,10876.395195504418,21926.260063658538,29565.104163172466,243171.59740678535,28289.74627810898,0.0,0.3899999856948852,0.471831,0.47079635,0.554347813129425,0.9757785,0.12725957,0.05357143,0.3766233623027801,0.44067797,0.44833463,0.5131579041481018,0.98507464,0.10750769
CHEMBL333,0.1021069692058346,1.972152263052529e-31,3355.037717249996,10848.674566420072,26823.55203759844,30035.60893924012,1703426.4691512084,54578.80405925275,0.0,0.3079470098018646,0.41214058,0.41281152,0.5227272510528564,0.992126,0.15240452,0.0,0.3695652186870575,0.45945945,0.46578354,0.5581395626068115,0.9892473,0.13679571
CHEMBL3974,0.0806451612903225,7.888609052210118e-31,8462.078836456447,51626.52502568973,96598.42670180676,153446.23705880163,1099386.0290170389,119870.65569384144,0.01002004,0.2603925913572311,0.37248272,0.42586288,0.5927152037620544,0.9963235,0.21370442,0.061728396,0.3125,0.42857143,0.45290315,0.577464759349823,0.9859155,0.17734095
CHEMBL298,0.1034482758620689,7.888609052210118e-31,5508.999397704407,24426.479685640035,79135.25227099066,94086.15364649,1370297.4091956893,131201.45098256538,0.07221542,0.4095796644687652,0.50634515,0.5226373,0.6348122954368591,0.99625933,0.16835533,0.14285715,0.4269662797451019,0.5072464,0.51874405,0.6000000238418579,0.9875,0.12905754
CHEMBL4143,0.4152777777777778,3.2319631286904854e-27,2295.8071369618046,6378.533795451596,12848.845670991584,15693.489753710051,373310.7369517601,18607.48005559523,0.0,0.2818181812763214,0.39432177,0.38884264,0.5,0.9811321,0.14719795,0.018518519,0.2916666567325592,0.36363637,0.37087166,0.4426229596138,0.98630136,0.112639055
CHEMBL264,0.1718346253229974,4.930380657631324e-32,1745.9720654399905,5658.521044150431,14527.408446588342,16501.32578029003,1462235.2516021829,33055.35973286572,0.0,0.3269230723381042,0.4345048,0.42230764,0.5268138647079468,0.99404764,0.14837465,0.050632913,0.4262295067310333,0.50769234,0.50617504,0.5869565010070801,0.987013,0.12041734
CHEMBL289,0.2043618739903069,4.930380657631324e-32,3436.888948125012,11263.260381760025,24427.247498685338,30452.048636801854,705426.9568678885,36810.71264255438,0.0,0.3116438388824463,0.39465874,0.3929774,0.4754098355770111,0.9899329,0.1191452,0.01923077,0.3333333432674408,0.41975307,0.42075616,0.5070422291755676,0.9880952,0.12552445
CHEMBL2431,0.1729957805907173,7.888609052210118e-31,3874.445855571252,12025.381824999988,26035.47396822393,32711.748985256287,524948.914824824,37274.34243667607,0.052,0.3583815097808838,0.45067266,0.46573448,0.5654885768890381,0.9818731,0.162816,0.057692308,0.380952388048172,0.47058824,0.48313293,0.5762711763381958,0.9859155,0.14210284
CHEMBL2850,0.2,7.888609052210118e-31,1971.3514486178,5992.736566659608,12336.428536175828,15761.182820040038,195176.77975421,16940.427307702033,0.044982698,0.3771929740905761,0.46953404,0.4612639,0.5483871102333069,0.97928995,0.13118996,0.037037037,0.3529411852359772,0.41666666,0.4268134,0.4901960790157318,0.98245615,0.110436104
CHEMBL2492,0.1994047619047619,4.930380657631324e-32,2754.8940817925086,10066.71547503127,48707.83267065554,30372.1190227026,2028835.1630072491,151098.2107829403,0.0,0.2494356483221054,0.34355828,0.34462392,0.4350282549858093,0.98892987,0.14698681,0.0,0.3544303774833679,0.43283582,0.442559,0.5245901346206665,0.9866667,0.13617933
CHEMBL1855,0.1055408970976253,7.888609052210118e-31,2446.561177472383,7555.743463209587,34091.75819065473,21454.156799161607,1408087.9415046892,98045.42724333314,0.122789785,0.4336283206939697,0.5236283,0.5365235,0.6597402691841125,0.994709,0.16306664,0.16666667,0.4714285731315613,0.5466667,0.5607437,0.641791045665741,0.9878049,0.12456378
CHEMBL4409,0.1084420041180507,1.972152263052529e-31,1552.2658115297063,4579.321342499407,9191.915031069027,11533.514016273602,543967.6472394079,13610.200393272267,0.048,0.3929618895053863,0.46579805,0.47287875,0.5440806150436401,0.99071205,0.121370934,0.09677419,0.4000000059604645,0.47142857,0.47533917,0.546875,0.98550725,0.113231674
