Network,Density,Degree Centrality Std Dev,Assortativity Coefficient,Network Entropy,Threshold,desc_type
chembl_random_9269_seed251,0.15009093989445935,0.15039818354804052,0.11502066197833724,7.424320780049613,0.5,mfp_r2_1024
chembl_random_9269_seed251,0.034353935620021224,0.05413096759938571,0.165533471365776,5.644744951130049,0.6,mfp_r2_1024
chembl_random_9269_seed251,0.0031088960361045884,0.008536716592882177,0.28210099024457985,3.061328936923899,0.7,mfp_r2_1024
chembl_random_9269_seed251,8.739877724594021e-05,0.0003745798378442855,0.44960298266400195,0.8817699232884106,0.8,mfp_r2_1024
chembl_random_9269_seed251,3.0731589228726975e-06,2.1918070552292496e-05,0.7877325982081327,0.124130052928566,0.9,mfp_r2_1024
chembl_random_9269_seed251,0.17847340178624102,0.13569899219193035,0.21852253208929526,8.025550535607698,0.5,maccs_keys
chembl_random_9269_seed251,0.039508903616563264,0.044835627633554496,0.2986414022030338,6.706580899358878,0.6,maccs_keys
chembl_random_9269_seed251,0.004082575221501422,0.006592402772283507,0.3441895481349901,4.393201281401018,0.7,maccs_keys
chembl_random_9269_seed251,0.0002193117958595516,0.0004577156539927186,0.47262586609302154,1.7722252233642775,0.8,maccs_keys
chembl_random_9269_seed251,1.110527883492634e-05,4.7067759804496347e-05,0.6830052194368885,0.3267797850918551,0.9,maccs_keys
chembl_random_1500_seed1309,0.145210584834334,0.14843911636690346,0.13640590261067997,5.57022110986456,0.5,mfp_r2_1024
chembl_random_1500_seed1309,0.03321325327996442,0.05322401871306667,0.1320190498196162,3.9183804742244828,0.6,mfp_r2_1024
chembl_random_1500_seed1309,0.0027894151656659995,0.007842739006969102,0.2197386833009878,1.7045729692004867,0.7,mfp_r2_1024
chembl_random_1500_seed1309,5.78163219924394e-05,0.0002947058973898922,0.14446881855217797,0.2739207162230187,0.8,mfp_r2_1024
chembl_random_1500_seed1309,2.6684456304202803e-06,4.21073618093649e-05,,0.02607783298339765,0.9,mfp_r2_1024
chembl_random_1500_seed1309,0.16989014898821436,0.12988848125000202,0.20434960510784622,6.1495594261725675,0.5,maccs_keys
chembl_random_1500_seed1309,0.034916611074049364,0.039127414275182994,0.2840252935675119,4.791466003305919,0.6,maccs_keys
chembl_random_1500_seed1309,0.0033426728930398045,0.00536643560511151,0.3233066932906525,2.545518387532181,0.7,maccs_keys
chembl_random_1500_seed1309,0.00016811207471647765,0.00047132384857557434,0.5015254829164292,0.6091930454777514,0.8,maccs_keys
chembl_random_1500_seed1309,8.8948187680676e-06,7.651612423431288e-05,,0.07081055490819625,0.9,maccs_keys
chembl_random_9269_seed3665,0.15306044954820605,0.15171522770707258,0.12032661519089582,7.446440867856127,0.5,mfp_r2_1024
chembl_random_9269_seed3665,0.035254091806339025,0.05525531936936699,0.17190158332103872,5.670752939308692,0.6,mfp_r2_1024
chembl_random_9269_seed3665,0.003501142865896704,0.009670068459893202,0.25252373020215685,3.0790288457647037,0.7,mfp_r2_1024
chembl_random_9269_seed3665,8.551297517963196e-05,0.0003550263960211187,0.4673048218347271,0.8988997063358941,0.8,mfp_r2_1024
chembl_random_9269_seed3665,3.1895664578299967e-06,2.560302689394914e-05,0.9954587642535135,0.12237811460465223,0.9,mfp_r2_1024
chembl_random_9269_seed3665,0.18106407475822273,0.13506974179380069,0.21180146746986261,8.026661594143427,0.5,maccs_keys
chembl_random_9269_seed3665,0.04009971841948554,0.04395116950601541,0.29267270060552597,6.725662266533781,0.6,maccs_keys
chembl_random_9269_seed3665,0.004124528497100032,0.006447448369261621,0.3570383174372657,4.4278873047626695,0.7,maccs_keys
chembl_random_9269_seed3665,0.00021470205747524257,0.0004300372566498363,0.4863906384086377,1.776821164037975,0.8,maccs_keys
chembl_random_9269_seed3665,9.056506219677875e-06,3.745117155682953e-05,0.6710795732440255,0.28844378286612843,0.9,maccs_keys
chembl_random_500_seed493,0.16872144288577154,0.16502451932834186,0.13320470976844534,4.618606999916273,0.5,mfp_r2_1024
chembl_random_500_seed493,0.041803607214428856,0.06281113574949483,0.1608931642209627,3.174955303960716,0.6,mfp_r2_1024
chembl_random_500_seed493,0.0037114228456913826,0.009949671949553276,0.14408518868851225,1.3756569174630042,0.7,mfp_r2_1024
chembl_random_500_seed493,5.6112224448897796e-05,0.00035406914349270994,-0.16666666666666768,0.1276010829448373,0.8,mfp_r2_1024
chembl_random_500_seed493,0.0,0.0,,0.0,0.9,mfp_r2_1024
chembl_random_500_seed493,0.17984769539078158,0.1412386757110544,0.19807042819485848,5.065417371867726,0.5,maccs_keys
chembl_random_500_seed493,0.04267735470941884,0.05074979211220604,0.24506713600671742,3.8406572918237054,0.6,maccs_keys
chembl_random_500_seed493,0.004761523046092184,0.008469779081068033,0.23406292979871468,1.8765343229560805,0.7,maccs_keys
chembl_random_500_seed493,0.0002645290581162325,0.0008373204990024587,0.352941176470588,0.4039069991027558,0.8,maccs_keys
chembl_random_500_seed493,1.6032064128256513e-05,0.0001785255106318243,,0.046594424222104566,0.9,maccs_keys
chembl_random_1500_seed5968,0.15962908605737158,0.15666108958243988,0.09562109559424811,5.686505713270141,0.5,mfp_r2_1024
chembl_random_1500_seed5968,0.036144096064042695,0.05655849934889879,0.1260848840399917,4.010835249709045,0.6,mfp_r2_1024
chembl_random_1500_seed5968,0.0030767178118745833,0.008522161047254442,0.19531420604564903,1.7506822107548636,0.7,mfp_r2_1024
chembl_random_1500_seed5968,5.692684011563264e-05,0.00027075045200594195,0.16382733444344819,0.2757996859380004,0.8,mfp_r2_1024
chembl_random_1500_seed5968,0.0,0.0,,0.0,0.9,mfp_r2_1024
chembl_random_1500_seed5968,0.17197687347120302,0.12919709249645953,0.21119626606835337,6.175890337544049,0.5,maccs_keys
chembl_random_1500_seed5968,0.036204580831665556,0.03856330228642525,0.27191308592429847,4.849323088073231,0.6,maccs_keys
chembl_random_1500_seed5968,0.003578385590393596,0.005512112875059954,0.40523648372928006,2.614260626483375,0.7,maccs_keys
chembl_random_1500_seed5968,0.0001894596397598399,0.0004887142402115446,0.36889995354015265,0.6595109269968877,0.8,maccs_keys
chembl_random_1500_seed5968,8.00533689126084e-06,7.263859954004642e-05,,0.06500189380978766,0.9,maccs_keys
